# source, target, weight, time
560,598,1,1105641000
560,232,1,1105840080
560,603,1,1106060640
560,608,1,1106696820
560,612,-1,1106862540
560,614,1,1106862420
560,616,1,1106936520
560,620,1,1107665280
560,579,1,1107667560
560,623,-1,1107818700
560,279,1,1107916560
560,631,-1,1108125240
560,381,1,1108266600
560,294,1,1108398420
560,634,1,1108957500
560,398,1,1109444040
560,653,1,1110117420
560,660,1,1109938860
560,213,-1,1110155100
560,682,1,1110637740
560,684,-1,1110629400
560,533,-1,1110637680
560,690,1,1110637800
560,693,-1,1110637440
563,562,-1,1104051420
563,254,1,1104915360
563,649,-1,1109865120
563,546,1,1110947760
563,373,1,1111540320
563,612,1,1111686360
563,768,1,1112831460
563,774,1,1113724140
563,793,-1,1113606960
563,815,1,1114504680
563,869,1,1116954420
565,564,-1,1104296460
565,254,1,1104900360
565,606,-1,1132277460
565,2226,1,1136875620
565,1851,-1,1162031340
565,3644,1,1161205140
566,564,1,1104530520
566,156,-1,1104530100
566,572,1,1104860580
566,660,-1,1110330540
566,710,1,1111800360
566,612,1,1111800480
566,800,1,1114199340
566,803,1,1114199340
566,665,-1,1114199340
566,673,-1,1114199280
566,587,1,1114199340
566,76,1,1115251560
566,894,1,1117386780
566,949,1,1118620920
567,156,-1,1104704160
568,570,1,1104670020
568,572,1,1104669900
569,568,1,1171928820
569,2191,1,1170153720
569,2531,1,1177083660
571,570,1,1104899400
571,254,1,1104899460
571,612,1,1106824860
571,546,1,1111212180
571,729,1,1111714800
571,739,1,1112341200
571,812,1,1114396260
571,668,1,1115063460
571,405,1,1115086740
571,76,1,1115086560
571,641,1,1120164300
571,1039,1,1120164540
571,1064,1,1121057400
571,262,1,1123084620
571,733,1,1123349700
571,1215,1,1123351740
571,29,1,1123349940
571,1088,1,1123350960
571,237,1,1123350480
571,398,1,1123787160
571,1299,1,1124754360
571,1332,1,1124948220
571,1344,1,1124948100
571,1063,1,1126024860
571,875,1,1126024560
571,521,1,1128739740
571,916,1,1130259900
571,1704,1,1130978820
571,1892,1,1132560900
571,910,1,1133716560
571,2855,1,1132560840
572,1051,-1,1127555100
574,254,1,1104899820
575,254,1,1104903300
575,592,1,1105625460
575,232,1,1105926840
575,579,1,1107831480
575,284,1,1108258500
575,279,1,1108258380
575,294,1,1108458780
575,676,1,1110523020
575,690,1,1111127880
575,640,1,1110872940
575,546,1,1111127700
575,726,1,1111659600
575,681,1,1112265180
575,739,1,1112265000
575,785,1,1114579800
575,812,1,1114740480
575,824,-1,1114686900
575,405,1,1114999020
575,76,1,1115079840
575,239,1,1116470580
575,287,1,1117000680
575,638,1,1117511040
575,749,1,1117852140
575,719,1,1117711800
575,932,-1,1118049540
575,933,1,1118317200
575,285,1,1118671500
575,701,1,1118712060
575,571,1,1119404940
575,774,1,1120938060
575,154,-1,1122094680
575,898,1,1122087540
575,588,1,1122707880
575,1299,1,1124695560
575,1437,1,1126955760
575,1441,1,1127009880
575,1453,1,1127107680
575,271,1,1129805880
575,1703,-1,1130633160
575,373,1,1130841300
575,1802,1,1131603600
575,2183,1,1136436840
575,2970,1,1144226220
575,2377,1,1144227360
575,3280,1,1162457940
575,4839,-1,1168488420
575,3701,1,1170801840
575,4066,1,1171875840
575,3799,-1,1172024340
575,4850,1,1178517000
575,5293,-1,1181385420
575,5554,1,1184144880
575,5105,-1,1185789000
575,6565,1,1191017760
575,3020,1,1193665740
576,254,1,1104937980
576,768,1,1113195660
576,852,1,1115725740
576,854,-1,1116419880
576,239,1,1116418920
576,871,1,1116656280
576,971,-1,1119324060
576,680,1,1119323940
576,210,-1,1119322620
576,957,1,1119323040
576,624,1,1119322080
576,571,1,1119321540
576,1064,1,1120912680
576,1082,1,1120913040
576,1089,1,1121312880
576,917,1,1121837760
576,857,1,1121836680
576,1112,1,1121837640
576,639,-1,1122045960
576,1151,-1,1121835600
576,1172,1,1122265920
576,489,1,1122816120
576,751,1,1122815640
576,588,1,1122789420
576,1183,1,1122788880
576,580,1,1123159380
576,1207,-1,1123158780
576,733,1,1123160580
576,1215,1,1123161300
576,29,1,1123161540
576,915,1,1123161780
576,1088,1,1123162020
576,780,1,1123137660
576,1258,1,1124099040
576,1264,1,1124104980
576,1353,1,1125586800
576,1361,-1,1125586140
576,1184,-1,1126101120
576,743,1,1126880640
576,1408,1,1126881660
576,868,-1,1116420540
576,864,1,1127043120
576,1096,1,1127968320
576,1143,1,1127968020
576,807,1,1128224820
576,521,1,1128301920
576,1550,1,1129009320
576,1205,1,1129008300
576,1524,-1,1128301800
576,270,1,1129561080
576,1631,1,1129694100
576,1386,1,1130242440
576,1676,-1,1130243100
576,1578,1,1130395920
576,1616,-1,1130395560
576,853,1,1130399400
576,1802,1,1131705600
576,1060,1,1131706200
576,1173,1,1131696300
576,1095,1,1132892700
576,1450,1,1132485600
576,1897,1,1132894560
576,1903,1,1132894080
576,1568,1,1132995120
576,1804,1,1133097960
576,910,1,1133488260
576,1174,1,1133391660
576,1260,1,1134354000
576,1898,1,1134660600
576,862,1,1135091580
576,1272,1,1135091160
576,2356,1,1137470820
576,2381,-1,1138023780
576,1249,-1,1138255560
576,2395,-1,1138544400
576,1584,1,1139817180
576,168,-1,1140189840
576,2691,1,1141024740
576,1244,1,1143163320
576,2032,1,1143704880
576,2348,-1,1145345280
576,2323,1,1146114360
576,3195,-1,1146114600
576,383,-1,1147163820
576,2427,-1,1147164000
576,3252,-1,1147163640
576,2997,-1,1147164360
576,2575,-1,1148440320
576,1605,-1,1148440680
576,2270,1,1148267160
576,3521,1,1150085280
576,2127,1,1154052300
576,2908,-1,1154568300
576,3867,-1,1154568660
576,3097,-1,1154568960
576,1054,-1,1154569080
576,3892,-1,1154569620
576,2091,-1,1155785640
576,1267,-1,1155785760
576,3971,-1,1155786240
576,3873,-1,1155785880
576,2617,1,1158036420
576,1585,1,1156837200
576,4541,1,1163928060
576,3446,1,1170944700
576,3149,-1,1163090100
576,4687,1,1165795500
576,3956,1,1167699540
576,3235,1,1168815540
576,553,1,1168650240
576,4403,1,1169333040
576,4875,1,1169571900
576,2584,1,1169572620
576,4905,-1,1169572320
576,3150,1,1168976160
576,5050,1,1171191420
576,5224,1,1173159420
576,5282,-1,1174478820
576,3765,-1,1174479300
576,5240,-1,1174479660
576,3649,1,1174480860
576,4910,-1,1174461660
576,4892,-1,1174616700
576,4543,1,1174471860
576,4895,-1,1175345460
576,5405,-1,1175345640
576,4817,1,1175345760
576,4788,-1,1175345880
576,14,1,1175656080
576,5141,-1,1176626580
576,4628,1,1177201920
576,2531,1,1177053960
576,3701,1,1178763360
576,4456,1,1178763480
576,1811,1,1178763600
576,4256,1,1178763720
576,2233,1,1179219600
576,5153,1,1179535920
576,4463,-1,1181015280
576,5996,1,1182149940
576,5145,1,1182425700
576,5480,1,1183010400
576,5228,1,1184145420
576,3453,1,1185229080
576,3644,-1,1185661620
576,5105,-1,1185979260
576,1285,1,1186547280
576,2600,1,1186641240
576,4654,-1,1188514440
576,669,1,1169572980
577,254,-1,1104984180
577,698,1,1124034780
577,1284,-1,1124034600
577,740,1,1124271300
577,1299,1,1124270940
577,880,-1,1124835480
577,1355,1,1125767880
577,1594,1,1142814000
577,1613,1,1142813940
577,2582,1,1142813820
577,2863,1,1142813760
577,2477,1,1142813520
577,2872,1,1142813580
577,1637,1,1142813400
577,2815,1,1142813280
577,1267,1,1155482340
577,6776,1,1194845640
578,254,1,1104996720
578,592,1,1105652580
578,636,-1,1117979700
578,546,1,1110937200
578,711,1,1111556820
578,373,-1,1111942500
578,600,1,1111724400
578,774,-1,1113456420
578,665,1,1114053540
578,673,-1,1114054620
578,587,1,1114498620
578,785,1,1114498980
578,239,1,1116399540
578,871,1,1116644700
578,48,1,1116897540
578,638,1,1117165080
578,906,1,1117600320
578,277,1,1117599300
578,292,1,1117599120
578,926,1,1117685640
578,932,-1,1118039160
578,933,1,1118352420
578,1028,1,1119592260
578,1059,1,1121826600
578,898,1,1122346200
578,1183,1,1123306320
578,1207,-1,1123379460
578,644,1,1123306200
578,262,1,1123305720
578,733,1,1123306140
578,29,1,1123305540
578,1088,1,1123305120
578,398,1,1123471380
578,1315,-1,1124596320
578,1330,-1,1125285360
578,1709,-1,1130206740
578,1723,-1,1130206740
578,187,-1,1131084660
578,606,-1,1132460400
578,1095,1,1132456980
578,1892,1,1132456860
578,855,1,1132911780
578,1897,1,1132911660
578,1432,1,1133419500
578,258,1,1133419320
578,533,1,1135203120
578,2138,1,1135874880
578,1485,1,1135811040
578,948,1,1135810860
578,656,1,1136167440
578,2258,1,1137454440
578,1064,1,1136959440
578,925,-1,1136953320
578,2555,1,1139010000
578,1106,-1,1140816180
578,1244,1,1142396880
578,3007,1,1144779540
578,3176,1,1146197580
578,3195,-1,1146193500
578,2465,1,1146458580
578,1062,1,1147395660
578,2871,1,1147395420
578,2289,1,1152515520
578,2127,1,1154057580
578,3787,-1,1153811880
578,3845,1,1159749840
579,254,1,1105058040
579,398,-1,1109464860
579,649,1,1109466000
579,660,1,1110140640
579,682,1,1110377340
579,736,1,1112053500
579,239,1,1116964560
579,604,1,1120062540
579,373,-1,1120065900
579,1395,1,1126281420
579,1096,1,1127762040
580,254,-1,1105119300
580,660,1,1110306000
580,533,1,1110979740
580,546,1,1110979380
580,774,1,1113470700
580,963,1,1118954520
580,210,-1,1119364380
580,571,1,1119364020
580,1021,1,1119559740
580,1064,1,1120936560
580,1112,1,1121366760
580,901,1,1122476880
580,489,1,1122476520
580,262,-1,1123192620
580,1215,1,1123058220
580,29,1,1123192380
580,1088,1,1123192260
580,1371,-1,1126644900
580,762,1,1134408360
580,1260,1,1134408240
580,2083,1,1135100220
580,1272,1,1134987240
580,2122,1,1135150440
580,2140,1,1135589640
580,2144,1,1135349580
580,2145,1,1135363320
580,944,1,1135413480
580,1890,1,1135872840
580,1418,1,1135683180
580,1184,1,1135755780
580,2176,1,1135864860
580,2183,1,1135970820
581,254,1,1105120920
581,765,1,1113573720
581,774,1,1113498480
581,785,1,1114320000
581,889,1,1117700700
581,855,1,1117254480
581,719,1,1117534560
581,292,1,1117633860
581,926,1,1117633740
581,933,1,1118413500
581,285,1,1118413440
581,674,1,1118413380
581,239,1,1119272520
581,1437,1,1127106840
581,2425,1,1144487940
581,698,1,1156863900
581,2296,1,1160058060
581,4304,1,1161146100
581,2044,1,1161361620
581,3644,1,1161145740
581,3904,1,1161251340
581,4672,1,1179942120
581,4226,1,1179813060
581,5967,1,1181921760
581,2348,1,1184305860
582,254,1,1105247820
583,254,1,1105326360
583,1064,1,1120842120
583,588,1,1122763980
583,168,-1,1140393600
584,254,1,1105390860
584,624,1,1119691500
585,254,1,1105397100
585,592,1,1105717140
585,598,1,1105718520
586,254,-1,1105409460
586,306,-1,1105409340
587,254,1,1105410420
587,649,1,1109466480
587,653,1,1109490000
587,658,1,1109738340
587,676,1,1110319920
587,682,1,1110319440
587,684,1,1110319320
587,546,1,1110932160
587,726,1,1112131260
587,612,1,1112130960
587,681,1,1112131140
587,787,1,1113409860
587,668,1,1115084040
587,847,-1,1115266620
587,871,1,1116927780
587,287,1,1116927540
587,883,1,1116967560
587,933,1,1118201880
587,937,1,1118372940
587,753,1,1118372820
587,285,1,1118416680
587,963,1,1118917320
587,1021,1,1119502260
587,1150,1,1122019560
587,1294,1,1124140920
587,1168,1,1128644820
587,1575,1,1128900840
587,1611,1,1129982940
587,1405,1,1131003240
587,1050,1,1132516680
587,2058,1,1134508740
587,1803,1,1136271480
587,3046,1,1144827120
587,2575,1,1148162340
587,3453,1,1148943840
587,3504,1,1149460980
587,3711,1,1152395100
587,3763,1,1152748740
587,4233,1,1160294520
587,3644,1,1161142020
587,62,1,1170945540
587,5593,-1,1177924260
587,5763,1,1179165360
587,5539,1,1183587600
587,6050,1,1183586640
587,1761,1,1134502740
588,254,1,1105418220
588,579,1,1107666900
588,495,1,1111641900
588,616,1,1112459580
588,785,1,1114363920
588,405,1,1114923480
588,76,1,1115071680
588,239,1,1116806040
588,287,1,1116886920
588,1024,1,1120592940
588,29,1,1123615860
588,1253,1,1123596780
588,936,1,1125931380
588,1395,1,1125930180
588,1453,1,1127056020
588,379,1,1132635000
588,827,1,1132635480
588,1450,1,1132635360
588,2589,-1,1139892840
588,2071,1,1140244560
588,2621,-1,1140050100
588,2665,1,1140640680
588,2670,-1,1140661680
588,391,1,1141319100
588,698,1,1142903820
588,2548,-1,1145739780
588,1238,1,1161124620
589,254,1,1105463760
589,640,1,1111178700
589,600,1,1111520700
589,373,1,1111856520
589,739,1,1112216820
589,774,1,1113169740
589,793,-1,1113601140
589,785,1,1114800480
589,239,1,1116443520
589,48,1,1117224300
589,1064,1,1137088320
589,168,1,1140101460
589,3885,1,1165706760
589,62,-1,1171203060
589,5537,1,1176825660
589,1761,1,1134503760
590,254,-1,1105482600
590,306,-1,1105514700
590,591,1,1105744200
590,398,-1,1109511180
590,636,-1,1117965360
590,649,1,1109511240
590,653,1,1109511060
590,546,1,1111519320
590,495,-1,1111519140
590,600,-1,1111519920
590,710,-1,1111519740
590,711,-1,1111519380
590,373,1,1111737000
590,721,-1,1111736880
590,657,1,1111737060
590,726,1,1111737120
590,612,-1,1111737900
590,729,-1,1111738020
590,797,1,1114320300
590,800,-1,1114320060
590,740,-1,1114320180
590,803,1,1114320000
590,665,-1,1114319880
590,673,-1,1114320180
590,805,-1,1114320120
590,587,-1,1114319700
590,785,-1,1114319820
590,639,-1,1117992000
590,724,1,1117991640
590,909,1,1117986600
590,749,-1,1117986180
590,719,-1,1117968240
590,922,-1,1117985940
590,277,1,1117646280
590,292,-1,1117991580
590,410,-1,1117991940
590,926,-1,1117991700
590,1330,1,1124896260
590,1064,1,1137188160
590,2405,1,1138003260
591,598,1,1106220480
591,605,1,1106220240
591,634,1,1109345280
591,636,-1,1117994220
591,679,1,1110378660
591,711,1,1111481280
591,726,1,1111789800
591,736,1,1112122800
591,739,1,1112175540
591,616,1,1112613540
591,28,1,1112391840
591,757,-1,1112549820
591,394,1,1112808000
591,774,-1,1113728040
591,281,1,1113295680
591,581,1,1113729120
591,445,1,1113729060
591,789,1,1113459960
591,805,1,1114081980
591,815,1,1114536360
591,668,1,1114759080
591,848,1,1115756460
591,852,1,1116144720
591,622,1,1116276000
591,239,1,1116398520
591,869,1,1116536220
591,889,1,1117695480
591,724,1,1117781640
591,909,1,1117524000
591,932,-1,1118039280
591,933,1,1118214180
591,941,1,1118324400
591,285,1,1118430300
591,963,1,1118733840
591,604,-1,1120166880
591,1052,1,1120396080
591,1064,1,1120763460
591,1042,1,1121097360
591,1087,-1,1121179560
591,1056,1,1121599920
591,898,1,1122136500
591,1172,1,1122448200
591,896,-1,1122448020
591,1183,1,1122792480
591,780,1,1123246260
591,237,1,1123484100
591,1254,1,1123489860
591,1258,1,1123743960
591,698,1,1123913280
591,1294,1,1124183460
591,1296,1,1124370180
591,1330,1,1125064740
591,1381,-1,1126011180
591,1944,1,1134729120
591,2036,-1,1137280860
591,1835,1,1134901080
591,2128,1,1135251660
591,2133,1,1135337220
591,1184,1,1135868340
591,2183,-1,1135940520
591,2190,1,1135941480
591,1682,1,1136130960
591,2208,1,1136225940
591,2217,-1,1136283420
591,781,1,1136364660
591,1471,1,1136505360
591,2269,-1,1136505180
591,2132,1,1136548920
591,2361,1,1137164160
591,1937,1,1137274620
591,2381,1,1137486960
591,2371,1,1137435960
591,2438,1,1137871920
591,1456,1,1138718580
591,2540,1,1138979700
591,694,1,1139408580
591,1298,1,1139914380
591,168,-1,1140101160
591,2625,1,1140197520
591,1881,1,1140881340
591,1106,-1,1141121520
591,2691,1,1140870180
591,2707,1,1141081740
591,2711,1,1141032240
591,2123,1,1141292640
591,270,1,1141895040
591,2806,-1,1142113320
591,2765,1,1142184000
591,1594,1,1142445540
591,2838,1,1142502060
591,2582,1,1142809800
591,2847,1,1142462040
591,1156,1,1143405960
591,2032,1,1143440460
591,2973,-1,1143748140
591,2690,1,1143995160
591,2357,1,1145601300
591,2428,1,1151950200
593,592,1,1105580580
593,636,-1,1117998600
594,592,-1,1105601100
595,592,1,1105605600
595,495,1,1111555860
596,592,1,1105605840
596,871,1,1117064280
597,592,1,1105809960
598,3703,1,1152538560
599,232,1,1106058000
599,603,1,1106058420
599,605,1,1106099760
599,1064,1,1121043780
599,1082,1,1120896420
599,5641,1,1178547540
600,824,-1,1115251440
600,405,1,1115252280
600,76,1,1115252400
600,239,1,1119827340
600,774,1,1120689360
600,489,1,1122415380
600,896,1,1122422820
600,29,1,1123621800
600,1088,1,1123457520
600,1249,1,1123510020
600,1184,1,1129428960
600,693,1,1133653260
600,187,1,1146537540
600,383,1,1146604740
601,599,1,1106386620
601,1064,1,1136744580
602,599,1,1107194760
602,2428,1,1151460960
603,681,1,1111977780
603,820,1,1114665720
603,824,-1,1114680000
603,1384,1,1126053540
603,1434,-1,1126801620
603,728,-1,1127924940
603,1365,1,1128469440
603,1575,1,1128984600
603,1709,-1,1130527860
603,2226,-1,1137017040
603,1249,-1,1138256460
603,1256,-1,1138592100
603,2425,1,1144294440
604,603,1,1106588040
604,605,1,1106587680
604,614,1,1106933340
604,620,1,1108069440
604,579,1,1107729600
604,634,1,1109348700
604,649,1,1109942040
604,653,1,1109526180
604,658,1,1109937780
604,660,1,1109903820
604,675,1,1110481980
604,676,1,1110576360
604,682,1,1110313380
604,684,-1,1110907500
604,690,1,1111158540
604,546,1,1110975480
604,373,-1,1111714200
604,726,1,1111714380
604,739,1,1112608200
604,747,1,1112607960
604,616,1,1112609160
604,28,1,1112607900
604,768,1,1112991300
604,581,1,1113670140
604,786,1,1113834480
604,789,1,1113670200
604,563,-1,1113479580
604,793,-1,1113669720
604,797,1,1113835800
604,800,1,1114032000
604,665,1,1114032060
604,587,1,1114596780
604,405,1,1114996560
604,76,1,1114996380
604,844,1,1115337600
604,847,-1,1115291400
604,823,-1,1115291040
604,851,-1,1115602200
604,852,1,1116255960
604,622,-1,1116370440
604,239,1,1116597960
604,876,1,1116948720
604,894,1,1117188720
604,638,1,1117187460
604,724,1,1117557180
604,719,1,1117534140
604,922,1,1118062740
604,932,-1,1118053920
604,933,1,1118316840
604,285,1,1118922600
604,701,1,1118922600
604,963,1,1118939820
604,683,1,1118922360
604,680,1,1118922300
604,210,-1,1119053460
604,1021,1,1119518100
604,645,1,1120199820
604,641,1,1120162680
604,1026,1,1120217940
604,1038,-1,1119828300
604,956,1,1120090320
604,1024,1,1120128600
604,774,1,1120852440
604,1115,1,1121976060
604,1056,1,1121702100
604,154,-1,1121701680
604,1151,-1,1121848380
604,1136,1,1122120300
604,1155,-1,1121960940
604,1159,-1,1122283020
604,1175,-1,1122340680
604,901,1,1122376440
604,896,-1,1122423540
604,644,1,1122925560
604,262,1,1123198140
604,29,1,1123448700
604,1088,1,1123448580
604,780,1,1123629240
604,237,1,1123627800
604,1271,1,1123906020
604,698,1,1123894860
604,1205,1,1124920080
604,888,1,1124993880
604,1063,1,1125651180
604,794,1,1126091340
604,1404,1,1126347120
604,1128,1,1126882560
604,1437,1,1126638600
604,1463,1,1127321880
604,1398,1,1127861520
604,807,1,1128178920
604,1519,1,1128427680
604,270,-1,1129728480
604,1370,1,1129729560
604,1802,1,1131196320
604,51,-1,1131980040
604,1892,1,1132453020
604,910,1,1133398800
604,693,1,1133525640
604,2049,-1,1134310740
604,863,1,1135511820
604,1795,1,1139323440
604,2405,-1,1137519840
604,1256,-1,1138369320
604,1924,1,1139224980
604,168,-1,1140151620
604,1984,1,1140701520
604,391,-1,1140970380
604,1106,-1,1140972240
604,2343,1,1141392420
604,1613,1,1143029520
604,2582,1,1143029460
604,2970,1,1143671460
604,1951,1,1143831960
604,2457,1,1144190520
604,1062,1,1147287540
604,2124,1,1147696680
604,2270,1,1148504340
604,2315,1,1151140920
604,3848,1,1153943700
604,3331,1,1155378420
604,3971,1,1155895920
604,4023,-1,1156062300
604,4031,1,1155997860
604,1585,1,1157327040
604,1800,-1,1157627040
604,4131,1,1158351060
604,3307,1,1159800000
604,3647,1,1160532600
604,1238,1,1160770620
604,1627,1,1162081380
604,3146,1,1162675800
604,2158,1,1163864640
604,3002,1,1163869980
604,4528,1,1163857740
604,2172,1,1164677580
604,4573,1,1164987540
604,4621,1,1165335000
604,2370,1,1165434660
604,3541,1,1167353280
604,3956,1,1168009080
604,3529,1,1168009440
604,3150,1,1169123820
604,4335,1,1169560560
604,3701,1,1170776280
604,62,-1,1170979800
604,4443,1,1177177200
604,5800,1,1185060000
604,5929,1,1187193480
604,5742,1,1189085160
604,5131,1,1190158620
604,669,1,1169623020
604,6733,1,1193855220
604,2810,1,1193924940
604,3585,1,1194722340
604,1372,1,1196432340
604,2030,-1,1196175180
604,5199,-1,1197126720
605,1088,1,1123165620
605,1770,1,1131375780
605,606,1,1132352220
605,1014,1,1133897760
605,2208,1,1136377800
605,2516,1,1138666800
605,2226,1,1140242760
605,1951,1,1143902700
605,2738,1,1146693480
605,3109,1,1149514260
605,2697,1,1153255620
605,1589,1,1155151080
605,4007,1,1156440840
605,4118,1,1169484360
605,4193,-1,1178164740
605,5292,1,1178164920
605,3644,1,1185824400
605,6537,1,1190822520
605,4805,1,1191945420
606,605,1,1106201340
606,51,1,1132122120
606,2226,1,1140186000
606,3108,1,1145736900
606,2697,1,1153164720
606,1589,1,1155182400
606,4193,-1,1178211840
607,605,1,1106254860
607,606,1,1132175040
608,2815,1,1143241920
608,6015,1,1183563900
609,608,1,1106860620
609,653,1,1109874180
609,690,1,1110651360
609,681,1,1111935600
609,739,1,1112170440
609,774,-1,1113569400
609,615,1,1114017420
609,740,-1,1114017600
609,785,1,1114333680
609,405,1,1115237700
609,76,1,1115237460
609,287,1,1117279920
609,724,1,1117459440
609,933,1,1118256600
609,937,1,1118342820
609,941,1,1118342880
609,753,1,1118342760
609,239,1,1119250020
609,645,1,1119522720
609,903,1,1119699960
609,857,1,1121508060
609,1115,1,1121977980
609,1096,1,1121978460
609,860,1,1122274980
609,1161,-1,1122626640
609,1172,1,1122274620
609,901,1,1122368220
609,1258,1,1123659240
609,1330,1,1125138060
609,1355,1,1125429960
609,693,1,1125774960
611,610,-1,1106732340
612,495,1,1111245060
612,373,1,1111662780
612,76,1,1114947660
612,239,1,1116405240
612,509,-1,1117812480
613,612,1,1106943180
614,3657,-1,1152051780
615,614,1,1107016680
615,284,1,1108075080
615,381,1,1108576800
615,372,-1,1108574280
615,681,1,1111947120
615,774,1,1113328320
615,281,1,1113290520
615,797,1,1113759240
615,815,1,1114503060
615,668,1,1114762080
615,76,1,1114957020
615,239,1,1116402660
615,883,1,1117043340
615,897,1,1117137180
615,292,1,1117596900
615,1115,1,1121420580
616,690,1,1110970740
616,739,1,1112219400
617,616,-1,1107264960
619,618,-1,1107522060
620,684,1,1110325860
620,1690,-1,1130526120
621,620,-1,1107581820
622,620,1,1108019760
622,579,1,1108019940
622,284,1,1108019820
624,623,-1,1108050540
624,868,-1,1126732560
624,876,1,1117244400
624,897,1,1117245420
624,950,1,1118611500
624,952,1,1119137400
624,701,1,1118787540
624,988,-1,1119468360
624,872,1,1119639960
624,1026,1,1119554100
624,309,1,1119639360
624,956,1,1120320480
624,604,1,1120320000
624,1048,-1,1120319760
624,855,-1,1120750320
624,1042,1,1121214120
624,948,-1,1121214960
624,1089,1,1121215380
624,735,1,1121743380
624,1059,-1,1121743020
624,154,1,1121742840
624,972,1,1121826480
624,860,1,1122179520
624,1161,-1,1122384540
624,1116,1,1122384720
624,1170,1,1122559080
624,901,1,1122385560
624,896,-1,1122558360
624,751,1,1122812760
624,588,1,1122813840
624,644,1,1123001040
624,733,1,1123203300
624,780,1,1123338420
624,1253,1,1124046120
624,1254,1,1123544280
624,1264,1,1124046300
624,1278,1,1124064780
624,1294,1,1124046060
624,1296,1,1124319360
624,1297,1,1124558640
624,1098,1,1124556840
624,888,1,1124986740
624,1353,1,1125227700
624,1184,-1,1126142820
624,936,1,1125704280
624,755,1,1125704760
624,1390,1,1125927840
624,945,1,1126144260
624,1395,1,1126144140
624,1403,-1,1126143840
624,1404,1,1126143600
624,864,1,1127068440
624,1461,-1,1127310840
624,1463,1,1127351940
624,783,1,1127678400
624,1365,1,1128300900
624,1151,-1,1130212440
624,1249,-1,1130103120
624,1386,1,1130213160
624,1676,-1,1130213640
624,1661,-1,1130214060
624,1695,-1,1130214000
624,1709,1,1130261640
624,1578,1,1130359740
624,1690,-1,1130371500
624,1723,1,1130261640
624,1730,1,1130798220
624,1405,1,1130598180
624,1682,-1,1130598540
624,1745,1,1130598840
624,1520,1,1130778480
624,341,1,1130797920
624,373,-1,1130950140
624,1061,1,1130970000
624,1793,-1,1130950440
624,1802,1,1131299220
624,1810,-1,1131410160
624,2183,-1,1136436960
624,4892,-1,1175057100
624,4895,-1,1175319000
624,5405,1,1175541120
624,5414,1,1175460120
624,4654,-1,1176663900
625,284,1,1107850620
625,675,1,1110222600
625,1089,1,1121249220
625,3589,1,1151211420
625,3415,1,1152070980
626,284,1,1108127580
626,726,1,1111747920
626,681,1,1112103420
626,405,1,1115196720
626,76,1,1115196180
626,719,-1,1117539840
626,950,1,1118739900
626,588,1,1123139520
626,262,1,1123137120
626,237,1,1123693440
626,1294,1,1124054940
626,1661,-1,1130547180
626,1703,-1,1130548260
626,1709,-1,1130504040
626,1968,-1,1133622480
626,1974,-1,1133623140
626,795,-1,1133622960
626,1643,-1,1133977560
626,1476,-1,1134117120
626,1944,1,1134253140
626,2128,1,1135751160
626,1184,-1,1135942380
626,2183,-1,1135941360
626,930,1,1136728080
626,2296,-1,1136728200
626,1064,1,1136728080
626,2360,-1,1137162240
626,2371,-1,1137598740
626,2405,1,1137595080
626,1830,1,1137995400
626,2499,-1,1138243500
626,168,-1,1140516120
626,3073,1,1145325120
626,2893,1,1147669860
626,2204,-1,1148442420
626,3555,1,1150878780
626,2897,-1,1151573220
626,3630,-1,1151573940
626,3691,1,1152608280
626,4177,1,1159515540
626,4787,1,1168412100
626,2815,1,1168477200
626,4827,1,1169365080
626,2191,-1,1170377760
626,3096,1,1170376980
626,4988,1,1170393240
626,5117,1,1172316300
627,284,1,1108319040
627,4118,1,1168978500
627,3150,1,1168978740
628,279,1,1108094040
628,739,1,1112277000
628,28,1,1112757360
628,394,1,1112837280
628,785,1,1114358460
628,645,1,1120196460
628,956,1,1120195980
628,1098,1,1124727300
628,1096,1,1127752320
628,1131,1,1127698740
628,846,1,1127537340
628,1094,1,1129154760
628,1363,1,1129517640
628,1790,1,1131231060
628,1805,1,1131685260
628,1486,1,1131777960
628,855,1,1132482480
628,1734,1,1135139700
628,1135,1,1135181820
628,1681,1,1137045120
628,1064,1,1137045000
628,1937,1,1137832980
628,1699,1,1137832740
628,6047,1,1182883500
629,279,1,1108459500
629,381,1,1108459680
629,294,1,1108412400
630,631,1,1108105680
632,381,1,1108351740
632,684,1,1110407880
632,546,1,1110973740
632,495,1,1111713180
632,28,1,1112884080
632,665,1,1113986100
632,785,1,1114351800
632,812,1,1114435560
632,292,-1,1114515360
632,668,1,1114857120
632,405,1,1115096340
632,76,1,1115242500
632,848,1,1115907660
632,239,-1,1116866280
632,871,1,1116680580
632,638,-1,1117403400
632,719,1,1117547880
632,926,1,1118072760
632,701,1,1119005340
632,1021,1,1120072860
632,298,1,1119947580
632,1115,-1,1121636700
632,915,1,1123542180
632,698,1,1124077140
632,888,1,1125264060
632,693,1,1125844740
632,1371,1,1126564020
632,743,1,1126563000
632,1441,1,1127235900
632,1463,1,1127319900
632,628,1,1127945520
632,1500,1,1127945580
632,1518,-1,1128269280
632,1575,1,1128891660
632,1590,1,1129257660
632,1208,1,1129257840
632,1549,-1,1129263600
632,270,1,1129630860
632,1676,-1,1130181480
632,1288,-1,1130209860
632,1578,1,1130934720
632,1742,1,1130521440
